STATE,CONSTITUENCY,CANDIDATE,PARTY,VOTES
UTTAR PRADESH,ETMADPUR,DR. DHARMPAL SINGH,BAHUJAN SAMAJ PARTY,90126
UTTAR PRADESH,ETMADPUR,RAJBETI,SAMAJWADI PARTY,43925
UTTAR PRADESH,ETMADPUR,NARENDRA BAGHEL,RASHTRIYA LOK DAL,3496
UTTAR PRADESH,ETMADPUR,RAJESH KUMAR KASHYAP,NIRBAL INDIAN SHOSHIT HAMARA AAM DAL,2213
UTTAR PRADESH,ETMADPUR,ATAL BIHARI,RASHTRIYA KRANTIKARI SAMAJWADI PARTY,1204
UTTAR PRADESH,ETMADPUR,NAVEEN KUMAR,INDEPENDENT,945
UTTAR PRADESH,ETMADPUR,UMESH CHANDRA,INDEPENDENT,607
UTTAR PRADESH,ETMADPUR,PREMCHAND,INDEPENDENT,541
UTTAR PRADESH,ETMADPUR,LAKHAN KUMAR JATAV,INDEPENDENT,430
UTTAR PRADESH,ETMADPUR,SUNIL PANKAJ,JAN ADHIKAR MANCH,389
UTTAR PRADESH,ETMADPUR,MAHENDRA SINGH,BHARTIYA SARVODAYA PARTY,381
UTTAR PRADESH,ETMADPUR,VIJAY SINGH BAGHEL,RASHTRIYA SHOSHIT SAMAJ PARTY,290
UTTAR PRADESH,ETMADPUR,MALKHAN SINGH JATAV,REPUBLICAN PARTY OF INDIA EKTAVADI,202
UTTAR PRADESH,ETMADPUR,GAURAV,RASHTRIYA LOK SAMTA PARTY,200
UTTAR PRADESH,ETMADPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,1872
UTTAR PRADESH,BALDEV,POORAN PRAKASH,BHARATIYA JANATA PARTY,88411
UTTAR PRADESH,BALDEV,NIRANJAN SINGH DHANGAR,RASHTRIYA LOK DAL,75203
UTTAR PRADESH,BALDEV,PREMCHAND,BAHUJAN SAMAJ PARTY,53539
UTTAR PRADESH,BALDEV,RANVIR,SAMAJWADI PARTY,8893
UTTAR PRADESH,BALDEV,VINESH KUMAR,INDIAN NATIONAL CONGRESS,840
UTTAR PRADESH,BALDEV,BHUP SINGH,INDEPENDENT,706
UTTAR PRADESH,BALDEV,NIRANJAN SINGH,INDEPENDENT,692
UTTAR PRADESH,BALDEV,BHAWARPAL SINGH,INDEPENDENT,589
UTTAR PRADESH,BALDEV,BRIJENDRA KUMAR POEIA,INDEPENDENT,588
UTTAR PRADESH,BALDEV,CHANDRABHAN,RASHTRIYA SHOSHIT SAMAJ PARTY,413
UTTAR PRADESH,BALDEV,CHANDRAPAL,INDEPENDENT,295
UTTAR PRADESH,BALDEV,NONE OF THE ABOVE,NONE OF THE ABOVE,1601
UTTAR PRADESH,MATHURA,SHRIKANT SHARMA,BHARATIYA JANATA PARTY,143361
UTTAR PRADESH,MATHURA,PRADEEP MATHUR,INDIAN NATIONAL CONGRESS,42200
UTTAR PRADESH,MATHURA,YOGESH KUMAR,BAHUJAN SAMAJ PARTY,31168
UTTAR PRADESH,MATHURA,ASHOK AGRAWAL,RASHTRIYA LOK DAL,29080
UTTAR PRADESH,MATHURA,GIREEJA SINGH @ GIRRAJ SINGH,SWATANTRA JANTARAJ PARTY,1436
UTTAR PRADESH,MATHURA,GAFFAR ABBAS,COMMUNIST PARTY OF INDIA,1263
UTTAR PRADESH,MATHURA,ANUP AGRAWAL,BHARAT KALYAN PARTY,715
UTTAR PRADESH,MATHURA,MUKESH,INDEPENDENT,710
UTTAR PRADESH,MATHURA,SURESH CHANDRA BAGHEL,INDEPENDENT,662
UTTAR PRADESH,MATHURA,PHAKKAD BABA,INDEPENDENT,371
UTTAR PRADESH,MATHURA,PRAMOD KRISHNA,INDEPENDENT,356
UTTAR PRADESH,MATHURA,ANKIT CHATURVEDI,RASHTRIYA SAMAJWADI PARTY (SECULAR),263
UTTAR PRADESH,MATHURA,AVINESH KUMAR SINGH,RASHTRIYA LOKRAJ PARTY,251
UTTAR PRADESH,MATHURA,NONE OF THE ABOVE,NONE OF THE ABOVE,1235
UTTAR PRADESH,GOVERDHAN,KARINDA SINGH,BHARATIYA JANATA PARTY,93538
UTTAR PRADESH,GOVERDHAN,RAJ KUMAR RAWAT,BAHUJAN SAMAJ PARTY,60529
UTTAR PRADESH,GOVERDHAN,KR. NARENDRA SINGH,RASHTRIYA LOK DAL,40999
UTTAR PRADESH,GOVERDHAN,RANVIR PANDAV,INDIAN NATIONAL CONGRESS,5943
UTTAR PRADESH,GOVERDHAN,PURUSHOTTAN,COMMUNIST PARTY OF INDIA,944
UTTAR PRADESH,GOVERDHAN,NARENDRA KUMAR,INDEPENDENT,785
UTTAR PRADESH,GOVERDHAN,SATISH KUMAR,INDEPENDENT,679
UTTAR PRADESH,GOVERDHAN,AVADHESH SHARMA,BHARAT KALYAN PARTY,627
UTTAR PRADESH,GOVERDHAN,RAKESH KUMAR KAUSHIK,LOK DAL,617
UTTAR PRADESH,GOVERDHAN,SANTOSH,BHARATIYA SUBHASH SENA,567
UTTAR PRADESH,GOVERDHAN,POORAN,INDEPENDENT,266
UTTAR PRADESH,GOVERDHAN,BRAJ KISHOR,AL-HIND PARTY,180
UTTAR PRADESH,GOVERDHAN,NONE OF THE ABOVE,NONE OF THE ABOVE,1398
UTTAR PRADESH,MANT,SHYAM SUNDER SHARMA,BAHUJAN SAMAJ PARTY,65862
UTTAR PRADESH,MANT,YOGESH CHAUDHARY,RASHTRIYA LOK DAL,65430
UTTAR PRADESH,MANT,SATISH KUMAR SHARMA,BHARATIYA JANATA PARTY,59871
UTTAR PRADESH,MANT,JAGDISH SINGH,INDIAN NATIONAL CONGRESS,13270
UTTAR PRADESH,MANT,LALIT KUMAR,INDEPENDENT,2203
UTTAR PRADESH,MANT,VISHNU KUMAR SHARMA,INDEPENDENT,715
UTTAR PRADESH,MANT,SUBHASH CHAUDHARY,INDEPENDENT,628
UTTAR PRADESH,MANT,CHANDAN SINGH DHANGAR,RASHTRIYA SHOSHIT SAMAJ PARTY,590
UTTAR PRADESH,MANT,RAM SWAROOP,INDEPENDENT,245
UTTAR PRADESH,MANT,MUKESH KUMAR,BHARAT KALYAN PARTY,232
UTTAR PRADESH,MANT,YOGESH KUMAR,INDEPENDENT,152
UTTAR PRADESH,MANT,DARMENDRA KUMAR,INDEPENDENT,146
UTTAR PRADESH,MANT,NONE OF THE ABOVE,NONE OF THE ABOVE,1253
UTTAR PRADESH,CHHATA,LAXMI NARAYAN,BHARATIYA JANATA PARTY,117537
UTTAR PRADESH,CHHATA,ATUL SINGH,INDEPENDENT,53699
UTTAR PRADESH,CHHATA,MANOJ PATHAK,BAHUJAN SAMAJ PARTY,41290
UTTAR PRADESH,CHHATA,RISHI RAJ,RASHTRIYA LOK DAL,9801
UTTAR PRADESH,CHHATA,DEEPAK PANDEY,INDEPENDENT,1471
UTTAR PRADESH,CHHATA,KULBHANU KUMAR,COMMUNIST PARTY OF INDIA,1171
UTTAR PRADESH,CHHATA,MAHESH SINGH KUNTAL,INDEPENDENT,634
UTTAR PRADESH,CHHATA,RAJU,INDEPENDENT,495
UTTAR PRADESH,CHHATA,NONE OF THE ABOVE,NONE OF THE ABOVE,1224
UTTAR PRADESH,SIKANDRA RAO,BIRENDRA SINGH RANA,BHARATIYA JANATA PARTY,76129
UTTAR PRADESH,SIKANDRA RAO,BANI SINGH BAGHEL,BAHUJAN SAMAJ PARTY,61357
UTTAR PRADESH,SIKANDRA RAO,YASHPAL SINGH CHAUHAN,SAMAJWADI PARTY,59740
UTTAR PRADESH,SIKANDRA RAO,RAKESH SINGH RANA,INDEPENDENT,7222
UTTAR PRADESH,SIKANDRA RAO,AMAR SINGH YADAV,INDEPENDENT,4876
UTTAR PRADESH,SIKANDRA RAO,KRAPAL SINGH SENGAR,JAN ADHIKAR PARTY,1094
UTTAR PRADESH,SIKANDRA RAO,SHRI CHANDRA,INDEPENDENT,1086
UTTAR PRADESH,SIKANDRA RAO,RAKESH S/O KUMARPAL,INDEPENDENT,710
UTTAR PRADESH,SIKANDRA RAO,RAJ SHEKHAR SENGAR,INDEPENDENT,704
UTTAR PRADESH,SIKANDRA RAO,CHANDRESH KUMAR,RASHTRAVADI PRATAP SENA,521
UTTAR PRADESH,SIKANDRA RAO,DHARAMVEER,INDEPENDENT,355
UTTAR PRADESH,SIKANDRA RAO,RAKESH S/O SHYAMLAL,INDEPENDENT,320
UTTAR PRADESH,SIKANDRA RAO,CHANDA GUPTA,ALL INDIA FORWARD BLOC,314
UTTAR PRADESH,SIKANDRA RAO,MANOJ,INDEPENDENT,262
UTTAR PRADESH,SIKANDRA RAO,PREMPAL SINGH,INDEPENDENT,128
UTTAR PRADESH,SIKANDRA RAO,NONE OF THE ABOVE,NONE OF THE ABOVE,1426
UTTAR PRADESH,SADABAD,RAMVEER UPADHYAY,BAHUJAN SAMAJ PARTY,91385
UTTAR PRADESH,SADABAD,DR ANIL CHAUDHARY,RASHTRIYA LOK DAL,64775
UTTAR PRADESH,SADABAD,PRITEE CHAUDHARY,BHARATIYA JANATA PARTY,36134
UTTAR PRADESH,SADABAD,DEVENDRA AGRAWAL,SAMAJWADI PARTY,28980
UTTAR PRADESH,SADABAD,KUSUMLATA SHARMA,APNI ZINDGI APNA DAL,937
UTTAR PRADESH,SADABAD,YATENDRA SINGH,INDEPENDENT,934
UTTAR PRADESH,SADABAD,SUBHASH CHANDRA,INDEPENDENT,575
UTTAR PRADESH,SADABAD,RAMESHAR,INDEPENDENT,488
UTTAR PRADESH,SADABAD,PREM CHANDRA OJHA ALIAS SUBHASH,INDEPENDENT,476
UTTAR PRADESH,SADABAD,KUSUMA,INDEPENDENT,238
UTTAR PRADESH,SADABAD,KRISHNA KUMAR SHARMA,INDEPENDENT,158
UTTAR PRADESH,SADABAD,KAILASH SINGH,INDEPENDENT,153
UTTAR PRADESH,SADABAD,NEETU SHARMA,SAMAN ADHIKAR PARTY,137
UTTAR PRADESH,SADABAD,ANIL KUMAR,INDEPENDENT,110
UTTAR PRADESH,SADABAD,NONE OF THE ABOVE,NONE OF THE ABOVE,1103
UTTAR PRADESH,HATHRAS,HARI SHANKAR MAHOR,BHARATIYA JANATA PARTY,133840
UTTAR PRADESH,HATHRAS,BRAJ MOHAN RAHI,BAHUJAN SAMAJ PARTY,63179
UTTAR PRADESH,HATHRAS,RAJESH RAJ JEEVAN,INDIAN NATIONAL CONGRESS,27301
UTTAR PRADESH,HATHRAS,NEKSE LAL,MAHAN DAL,5349
UTTAR PRADESH,HATHRAS,GENDA LAL CHAUDHARY,RASHTRIYA LOK DAL,3616
UTTAR PRADESH,HATHRAS,RAJARAM,APNI ZINDGI APNA DAL,1039
UTTAR PRADESH,HATHRAS,HAR SWROOP MAHAUR,INDEPENDENT,712
UTTAR PRADESH,HATHRAS,CHATAULE MUNSHIRAM NEKRAM,INDEPENDENT,511
UTTAR PRADESH,HATHRAS,VIJENDRA SINGH,INDEPENDENT,501
UTTAR PRADESH,HATHRAS,VIJAY,SWATANTRA JANTARAJ PARTY,361
UTTAR PRADESH,HATHRAS,PINTU,RASHTRAVADI PRATAP SENA,322
UTTAR PRADESH,HATHRAS,NETRAPAL SINGH,SAMAJWADI JANATA PARTY (CHANDRASHEKHAR),310
UTTAR PRADESH,HATHRAS,SAHAB SINGH,ADARSH SAMAJ PARTY,257
UTTAR PRADESH,HATHRAS,NONE OF THE ABOVE,NONE OF THE ABOVE,1256
UTTAR PRADESH,IGLAS,RAJVEER DILER,BHARATIYA JANATA PARTY,128000
UTTAR PRADESH,IGLAS,RAJENDRA KUMAR,BAHUJAN SAMAJ PARTY,53200
UTTAR PRADESH,IGLAS,SULEKHA SINGH,RASHTRIYA LOK DAL,28141
UTTAR PRADESH,IGLAS,GUROOVINDAR SINGH,INDIAN NATIONAL CONGRESS,20934
UTTAR PRADESH,IGLAS,PREM SINGH,INDEPENDENT,1165
UTTAR PRADESH,IGLAS,VIJAY KUMAR,INDEPENDENT,1059
UTTAR PRADESH,IGLAS,NONE OF THE ABOVE,NONE OF THE ABOVE,1122
UTTAR PRADESH,ALIGARH,SANJEEV RAJA,BHARATIYA JANATA PARTY,113752
UTTAR PRADESH,ALIGARH,ZAFAR ALAM,SAMAJWADI PARTY,98312
UTTAR PRADESH,ALIGARH,MOHD ARIF,BAHUJAN SAMAJ PARTY,25704
UTTAR PRADESH,ALIGARH,RAJKUMAR,SWATANTRA JANTARAJ PARTY,3325
UTTAR PRADESH,ALIGARH,LAV KUMAR BANSAL,RASHTRIYA LOK DAL,948
UTTAR PRADESH,ALIGARH,SANJEEV KUMAR,INDEPENDENT,677
UTTAR PRADESH,ALIGARH,ATUL GOSWAMI,LOK DAL,616
UTTAR PRADESH,ALIGARH,DR. L.B DAYASHANKAR,INDEPENDENT,517
UTTAR PRADESH,ALIGARH,KASHAV DEV,INDEPENDENT,343
UTTAR PRADESH,ALIGARH,GULZAR AHMAD,PEACE PARTY,292
UTTAR PRADESH,ALIGARH,PREM PAL,REPUBLICAN PARTY OF INDIA (A),253
UTTAR PRADESH,ALIGARH,NONE OF THE ABOVE,NONE OF THE ABOVE,1375
UTTAR PRADESH,KOIL,ANIL PARASHAR,BHARATIYA JANATA PARTY,93814
UTTAR PRADESH,KOIL,SHAZ ISHAQ URF AJJU ISHAQ,SAMAJWADI PARTY,42851
UTTAR PRADESH,KOIL,VIVEK BANSAL,INDIAN NATIONAL CONGRESS,38623
UTTAR PRADESH,KOIL,RAM KUMAR SHARMA,BAHUJAN SAMAJ PARTY,37909
UTTAR PRADESH,KOIL,ZAMEER ULLAH KHAN,INDEPENDENT,10912
UTTAR PRADESH,KOIL,MAMTA TIWARI,INDEPENDENT,473
UTTAR PRADESH,KOIL,PARVEZ KHAN,ALL INDIA MAJLIS-E-ITTEHADUL MUSLIMEEN,463
UTTAR PRADESH,KOIL,LALIT SARASWAT,INDEPENDENT,463
UTTAR PRADESH,KOIL,ASHOK KUMAR PANDEY,AKHIL BHARAT HINDU MAHASABHA,442
UTTAR PRADESH,KOIL,TULSI GAUD,INDEPENDENT,423
UTTAR PRADESH,KOIL,THAKUR SOMVEER SINGH,SARVA SAMAJ KALYAN PARTY,266
UTTAR PRADESH,KOIL,RAJIV KUMAR SINGH,SAMAJWADI JANATA PARTY (CHANDRASHEKHAR),213
UTTAR PRADESH,KOIL,RAMDUTT,BHARATIYA SUBHASH SENA,155
UTTAR PRADESH,KOIL,NONE OF THE ABOVE,NONE OF THE ABOVE,1580
UTTAR PRADESH,CHHARRA,RAVENDRA PAL SINGH,BHARATIYA JANATA PARTY,110738
UTTAR PRADESH,CHHARRA,THAKUR RAKESH SINGH,SAMAJWADI PARTY,54604
UTTAR PRADESH,CHHARRA,SAGIR,BAHUJAN SAMAJ PARTY,53859
UTTAR PRADESH,CHHARRA,JAI PRAKASH PAL,JAN ADHIKAR MANCH,2508
UTTAR PRADESH,CHHARRA,HEMANT KUMAR SINGH,INDEPENDENT,1153
UTTAR PRADESH,CHHARRA,MANOJ YADAV,RASHTRIYA LOK DAL,1010
UTTAR PRADESH,CHHARRA,LAXMAN SINGH YADAV,LOK DAL,974
UTTAR PRADESH,CHHARRA,SUNIL DUTT SHARMA,INDEPENDENT,675
UTTAR PRADESH,CHHARRA,LOKENDRA PAL SINGH,INDEPENDENT,627
UTTAR PRADESH,CHHARRA,MUNESH KUMAR SHARMA,INDEPENDENT,475
UTTAR PRADESH,CHHARRA,RAM KALI,INDEPENDENT,471
UTTAR PRADESH,CHHARRA,DHARAM SINGH,INDEPENDENT,261
UTTAR PRADESH,CHHARRA,DR MAHENDRA SINGH ALIAS MAHENDRA KUMAR,MANAV HIT PARTY,233
UTTAR PRADESH,CHHARRA,RADHA,SAMTAWADI REPUBLICAN PARTY,162
UTTAR PRADESH,CHHARRA,NONE OF THE ABOVE,NONE OF THE ABOVE,1250
UTTAR PRADESH,ATRAULI,SANDEEP KUMAR SINGH,BHARATIYA JANATA PARTY,115397
UTTAR PRADESH,ATRAULI,VIRESH YADAV,SAMAJWADI PARTY,64430
UTTAR PRADESH,ATRAULI,ILIYAS CHAUDHARY,BAHUJAN SAMAJ PARTY,45041
UTTAR PRADESH,ATRAULI,MANOJ KUMAR YADAV,RASHTRIYA LOK DAL,1051
UTTAR PRADESH,ATRAULI,AVDHESH KUMAR,BHARATIYA SUBHASH SENA,931
UTTAR PRADESH,ATRAULI,ABID ALI,INDEPENDENT,766
UTTAR PRADESH,ATRAULI,DINESH KUMAR,INDEPENDENT,674
UTTAR PRADESH,ATRAULI,PREM SHRI YADAV,RASHTRIYA PARIVARTAN DAL,644
UTTAR PRADESH,ATRAULI,DHARMENDRA KUMAR,RASHTRIYA KRANTI PARTY,598
UTTAR PRADESH,ATRAULI,LAKHAN SINGH,INDEPENDENT,438
UTTAR PRADESH,ATRAULI,BHAGVAN DAS,SWATANTRA JANTARAJ PARTY,356
UTTAR PRADESH,ATRAULI,NISHA RAJ,SARV SAMBHAAV PARTY,355
UTTAR PRADESH,ATRAULI,SUBHASH CHANDRA PALI,SARVA SAMAJ KALYAN PARTY,335
UTTAR PRADESH,ATRAULI,ANSHUL BHARDUAJ,RASHTRIYA SAWARN DAL,250
UTTAR PRADESH,ATRAULI,NONE OF THE ABOVE,NONE OF THE ABOVE,1325
UTTAR PRADESH,BARAULI,SHRI DALVEER SINGH,BHARATIYA JANATA PARTY,125545
UTTAR PRADESH,BARAULI,THAKUR JAIVIR SINGH,BAHUJAN SAMAJ PARTY,86782
UTTAR PRADESH,BARAULI,SHRI KESHAV SINGH,INDIAN NATIONAL CONGRESS,17238
UTTAR PRADESH,BARAULI,SHRI NEERAJ SHARMA,RASHTRIYA LOK DAL,1829
UTTAR PRADESH,BARAULI,SHRI KUSHAL PAL SINGH,INDEPENDENT,698
UTTAR PRADESH,BARAULI,SHRI PRAMOD KUMAR,INDEPENDENT,665
UTTAR PRADESH,BARAULI,SHRI SATENDRA KUMAR,KISAN MAJDOOR SURAKSHA PARTY,405
UTTAR PRADESH,BARAULI,SHRI DHARMENDRA SINGH,SARVA SAMAJ KALYAN PARTY,318
UTTAR PRADESH,BARAULI,SHRI RAVINDRA PAL SINGH,RASHTRIYA KRANTI PARTY,289
UTTAR PRADESH,BARAULI,NONE OF THE ABOVE,NONE OF THE ABOVE,1338
UTTAR PRADESH,KHAIR,ANOOP,BHARATIYA JANATA PARTY,124198
UTTAR PRADESH,KHAIR,RAKESH KUMAR MAURYA,BAHUJAN SAMAJ PARTY,53477
UTTAR PRADESH,KHAIR,OM PAL SINGH,RASHTRIYA LOK DAL,41888
UTTAR PRADESH,KHAIR,PRASHANT KUMAR,SAMAJWADI PARTY,7496
UTTAR PRADESH,KHAIR,RAJ KUMAR,RASHTRIYA MAHAN GANTANTRA PARTY,844
UTTAR PRADESH,KHAIR,ANIL PRATAP SINGH,BHARATIYA SUBHASH SENA,713
UTTAR PRADESH,KHAIR,PRAGYA DEVI,SWATANTRA JANTARAJ PARTY,641
UTTAR PRADESH,KHAIR,MAMTA DEVI,VANCHITSAMAJ INSAAF PARTY,549
UTTAR PRADESH,KHAIR,MANOJ,SAMAJWADI JANATA PARTY (CHANDRASHEKHAR),341
UTTAR PRADESH,KHAIR,RAVI KUMAR,BAHUJAN MUKTI PARTY,320
UTTAR PRADESH,KHAIR,NONE OF THE ABOVE,NONE OF THE ABOVE,1651
UTTAR PRADESH,KHURJA,VIJENDRA SINGH,BHARATIYA JANATA PARTY,119493
UTTAR PRADESH,KHURJA,ARJUN SINGH,BAHUJAN SAMAJ PARTY,55194
UTTAR PRADESH,KHURJA,BANSHI SINGH,INDIAN NATIONAL CONGRESS,53084
UTTAR PRADESH,KHURJA,MANOJ KUMAR,RASHTRIYA LOK DAL,3921
UTTAR PRADESH,KHURJA,SANJIV SINGH,INDEPENDENT,1092
UTTAR PRADESH,KHURJA,AJAY KUMAR,RASHTRAVADI PRATAP SENA,987
UTTAR PRADESH,KHURJA,PRABHUDAYAL,RASHTRIYA JANPRIYA PARTY,757
UTTAR PRADESH,KHURJA,RAJVIR SINGH,RASHTRIYA KISAN MAJDOOR PARTY,726
UTTAR PRADESH,KHURJA,NONE OF THE ABOVE,NONE OF THE ABOVE,1716
UTTAR PRADESH,SHIKARPUR,ANIL KUMAR,BHARATIYA JANATA PARTY,101912
UTTAR PRADESH,SHIKARPUR,MUKUL UPADHYAY,BAHUJAN SAMAJ PARTY,51667
UTTAR PRADESH,SHIKARPUR,UDAI KARAN SINGH DALAL,INDIAN NATIONAL CONGRESS,32914
UTTAR PRADESH,SHIKARPUR,MUKESH SHARMA,RASHTRIYA LOK DAL,7734
UTTAR PRADESH,SHIKARPUR,SHANTI SWROOP SHARMA,INDEPENDENT,2908
UTTAR PRADESH,SHIKARPUR,LAKHAN SHARMA,INDEPENDENT,1111
UTTAR PRADESH,SHIKARPUR,JAI PRAKASH SINGH,RASHTRIYA KISAN MAJDOOR PARTY,561
UTTAR PRADESH,SHIKARPUR,RAGHURAJ PRATAP SINGH,INDEPENDENT,503
UTTAR PRADESH,SHIKARPUR,VARSHA DEVI,SARV SAMBHAAV PARTY,361
UTTAR PRADESH,SHIKARPUR,JITENDRA SAINI,JAN ADHIKAR PARTY,343
UTTAR PRADESH,SHIKARPUR,VIJAY DEVI,RASHTRIYA JAN ADHIKAR PARTY,247
UTTAR PRADESH,SHIKARPUR,MANOJ KUMAR,INDEPENDENT,155
UTTAR PRADESH,SHIKARPUR,NISHANT KUMAR SHARMA,INDEPENDENT,130
UTTAR PRADESH,SHIKARPUR,SONPAL SINGH,RASHTRAVADI PRATAP SENA,124
UTTAR PRADESH,SHIKARPUR,NONE OF THE ABOVE,NONE OF THE ABOVE,2115
UTTAR PRADESH,DEBAI,DR. ANITA LODHI RAJPUT,BHARATIYA JANATA PARTY,111807
UTTAR PRADESH,DEBAI,HARISH KUMAR,SAMAJWADI PARTY,46177
UTTAR PRADESH,DEBAI,DEVENDRA BHARDWAJ,BAHUJAN SAMAJ PARTY,44974
UTTAR PRADESH,DEBAI,SATYAVEER,RASHTRIYA LOK DAL,2647
UTTAR PRADESH,DEBAI,NAVRATAN SINGH,INDEPENDENT,1108
UTTAR PRADESH,DEBAI,LAL SINGH,REPUBLICAN SENA,591
UTTAR PRADESH,DEBAI,CAHRAN SINGH,INDEPENDENT,457
UTTAR PRADESH,DEBAI,NONE OF THE ABOVE,NONE OF THE ABOVE,2048
UTTAR PRADESH,ANUPSHAHR,SANJAY,BHARATIYA JANATA PARTY,112431
UTTAR PRADESH,ANUPSHAHR,GAJENDRA SINGH,BAHUJAN SAMAJ PARTY,52117
UTTAR PRADESH,ANUPSHAHR,SYED HIMAYAT ALI,SAMAJWADI PARTY,48610
UTTAR PRADESH,ANUPSHAHR,HOSHIYAR SINGH,RASHTRIYA LOK DAL,11628
UTTAR PRADESH,ANUPSHAHR,HARENDRA SINGH,INDEPENDENT,1006
UTTAR PRADESH,ANUPSHAHR,SANJAY SHARMA,INDEPENDENT,567
UTTAR PRADESH,ANUPSHAHR,JAGMAL,LOK DAL,552
UTTAR PRADESH,ANUPSHAHR,B. K. SINGH,INDEPENDENT,495
UTTAR PRADESH,ANUPSHAHR,PARMESH VASHISHTHA,RASHTRIYA KISAN MAJDOOR PARTY,300
UTTAR PRADESH,ANUPSHAHR,ARCHANA SINGH,INDEPENDENT,239
UTTAR PRADESH,ANUPSHAHR,NEPAL SINGH,RASHTRIYA KRANTI PARTY,200
UTTAR PRADESH,ANUPSHAHR,NONE OF THE ABOVE,NONE OF THE ABOVE,1620
UTTAR PRADESH,SYANA,DEVENDRA,BHARATIYA JANATA PARTY,125854
UTTAR PRADESH,SYANA,DILNAWAZ KHAN,BAHUJAN SAMAJ PARTY,54224
UTTAR PRADESH,SYANA,THAKUR SUNIL SINGH,RASHTRIYA LOK DAL,22420
UTTAR PRADESH,SYANA,MOHD ARIF SAEED,INDIAN NATIONAL CONGRESS,20611
UTTAR PRADESH,SYANA,JAGVIR SINGH,COMMUNIST PARTY OF INDIA (MARXIST),1645
UTTAR PRADESH,SYANA,RAJKUMAR,SHIVSENA,1208
UTTAR PRADESH,SYANA,ROOP BASANT,INDEPENDENT,1162
UTTAR PRADESH,SYANA,UMESH SHANKAR SARJAN,RAJLOK PARTY,886
UTTAR PRADESH,SYANA,DINESH,INDEPENDENT,828
UTTAR PRADESH,SYANA,PRADEEP SIROHI,RASHTRIYA KISAN MAJDOOR PARTY,682
UTTAR PRADESH,SYANA,ROHTASH,INDEPENDENT,636
UTTAR PRADESH,SYANA,NEMPAL SINGH,SABKA DAL UNITED,558
UTTAR PRADESH,SYANA,PAVITRA PAL,RASHTRIYA KRANTI PARTY,324
UTTAR PRADESH,SYANA,NONE OF THE ABOVE,NONE OF THE ABOVE,1392
UTTAR PRADESH,BULANDSHAHR,VIRENDRA SINGH SIROHI,BHARATIYA JANATA PARTY,111538
UTTAR PRADESH,BULANDSHAHR,MOH ALEEM KHAN,BAHUJAN SAMAJ PARTY,88454
UTTAR PRADESH,BULANDSHAHR,SHUJAT ALAM,SAMAJWADI PARTY,24119
UTTAR PRADESH,BULANDSHAHR,SHRIBHAGWAN SHARMA,RASHTRIYA LOK DAL,17216
UTTAR PRADESH,BULANDSHAHR,MUSTKEEM,INDEPENDENT,881
UTTAR PRADESH,BULANDSHAHR,HUKAM SINGH,RASHTRIYA JANHIT SANGHARSH PARTY,873
UTTAR PRADESH,BULANDSHAHR,ROOP GIRI,RASHTRIYA KISAN MAJDOOR PARTY,363
UTTAR PRADESH,BULANDSHAHR,NONE OF THE ABOVE,NONE OF THE ABOVE,1638
UTTAR PRADESH,SIKANDRABAD,BIMLA SINGH SOLANKI,BHARATIYA JANATA PARTY,104956
UTTAR PRADESH,SIKANDRABAD,MOHAMMAD IMRAN,BAHUJAN SAMAJ PARTY,76333
UTTAR PRADESH,SIKANDRABAD,RAHUL YADAV,SAMAJWADI PARTY,48910
UTTAR PRADESH,SIKANDRABAD,ASHA YADAV,RASHTRIYA LOK DAL,17714
UTTAR PRADESH,SIKANDRABAD,BHANU PRATAP SINGH,RASHTRIYA JANHIT SANGHARSH PARTY,1224
UTTAR PRADESH,SIKANDRABAD,SATISH,SWATANTRA JANTARAJ PARTY,1059
UTTAR PRADESH,SIKANDRABAD,SONVATI URF SOMVATI,VIKAS PARTY,716
UTTAR PRADESH,SIKANDRABAD,NONE OF THE ABOVE,NONE OF THE ABOVE,1038
UTTAR PRADESH,JEWAR,DHIRENDRA SINGH,BHARATIYA JANATA PARTY,102979
UTTAR PRADESH,JEWAR,VEDRAM BHATI,BAHUJAN SAMAJ PARTY,80806
UTTAR PRADESH,JEWAR,NARENDER NAGAR,SAMAJWADI PARTY,13239
UTTAR PRADESH,JEWAR,KAMAL SHARMA,RASHTRIYA LOK DAL,9016
UTTAR PRADESH,JEWAR,VINOD,REPUBLICAN SENA,1241
UTTAR PRADESH,JEWAR,YOGESH KUMAR,INDEPENDENT,1053
UTTAR PRADESH,JEWAR,VINOD KUMAR SHARMA,RASHTRIYA KISAN MAJDOOR PARTY,906
UTTAR PRADESH,JEWAR,SUMITA VAID DIXIT,INDEPENDENT,898
UTTAR PRADESH,JEWAR,NONE OF THE ABOVE,NONE OF THE ABOVE,1276
UTTAR PRADESH,DADRI,TEJPAL SINGH NAGAR,BHARATIYA JANATA PARTY,141226
UTTAR PRADESH,DADRI,SATVEER SINGH GURJAR,BAHUJAN SAMAJ PARTY,61049
UTTAR PRADESH,DADRI,SAMIR BHATI,INDIAN NATIONAL CONGRESS,39975
UTTAR PRADESH,DADRI,RAVINDRA SINGH BHATI,RASHTRIYA LOK DAL,10373
UTTAR PRADESH,DADRI,RAMESH SINGH RAWAL,RASHTRAVADI PRATAP SENA,3835
UTTAR PRADESH,DADRI,SONU KUMAR,INDEPENDENT,1471
